Time,MinTemp,Cloudness,Qout,24h out,Qd,%,Qf,Qbs a,Qbs w,Qbs s,% bs a/d,% bs w/d,% bs s/d,% f/d,Qhwp,% hw
178,1.5E+01,38,3.7461196E+01,8.99068704E+02,2.8405992137100457E+03,3.1594907052954717E+00,1.482757085053845E+03,2.467978635589836E+03,0E+00,2.739345575208499E+03,1.3117675183523628E-01,1E+00,3.5645168812569426E-02,4.7801256935601E-01,4.96E+03,5.727014543770254E-01
179,1.5E+01,59,3.7461196E+01,8.99068704E+02,1.8777138320155318E+03,2.08850983652472E+00,9.810846606177466E+02,1.632496774172639E+03,0E+00,1.8112888760617666E+03,1.3059341293751756E-01,1E+00,3.537544157219373E-02,4.775110861463626E-01,4.96E+03,3.785713370999056E-01
180,1.6E+01,62,2.99689568E+01,7.192549632E+02,1.7393047763472916E+03,2.4182033706226242E+00,9.097872934299404E+02,1.5133889048211415E+03,0E+00,1.678337589833246E+03,1.2988860526249763E-01,1E+00,3.505261834678714E-02,4.7692474268909796E-01,4.96E+03,3.5066628555388946E-01
181,1.3E+01,49,5.24456744E+01,1.2586961856E+03,2.1389429840014036E+03,1.6993322204927508E+00,1.1227547766338214E+03,1.86614076931446E+03,0E+00,2.0660882110846696E+03,1.2754066692165963E-01,1E+00,3.406111030619528E-02,4.7508896448775817E-01,4.96E+03,4.312385048389927E-01
182,1.5E+01,71,3.7461196E+01,8.99068704E+02,1.2154522385861858E+03,1.3519013988347945E+00,6.387920436655584E+02,1.0614739873944939E+03,0E+00,1.1745098185091317E+03,1.266839175604296E-01,1E+00,3.3684927122005555E-02,4.7444085140803116E-01,4.96E+03,2.450508545536665E-01
183,1.4E+01,65,4.49534352E+01,1.0788824448E+03,1.4659496527326246E+03,1.3587668052235087E+00,7.71404952486062E+02,1.281601896079858E+03,0E+00,1.417141238347188E+03,1.2575312959018092E-01,1E+00,3.329474125830619E-02,4.7378482538734296E-01,4.96E+03,2.9555436547028724E-01
184,1.3E+01,69,5.24456744E+01,1.2586961856E+03,1.2974581625728679E+03,1.0307953399845973E+00,6.836999833682216E+02,1.135632923277333E+03,0E+00,1.2548126038492346E+03,1.2472482270613969E-01,1E+00,3.2868542473128086E-02,4.730466052081092E-01,4.96E+03,2.6158430697033624E-01
185,1.3E+01,66,5.24456744E+01,1.2586961856E+03,1.4219944829447033E+03,1.1297360707157953E+00,7.502341107800645E+02,1.246163701140855E+03,0E+00,1.3759024280529115E+03,1.2365081855995202E-01,1E+00,3.241366646960762E-02,4.724071578488405E-01,4.96E+03,2.866924360775612E-01
186,1.5E+01,52,3.7461196E+01,8.99068704E+02,2.0057485603338632E+03,2.2309180059434737E+00,1.059856570545738E+03,1.760080137088667E+03,0E+00,1.9416733017204456E+03,1.224821635690486E-01,1E+00,3.194580810405867E-02,4.7159051163954396E-01,4.96E+03,4.043847903898918E-01
187,1.6E+01,50,2.99689568E+01,7.192549632E+02,2.0874349225670167E+03,2.9022183083449544E+00,1.1046225621780343E+03,1.834357942793955E+03,0E+00,2.021792540522335E+03,1.2123826090915482E-01,1E+00,3.144643281332001E-02,4.708229941752492E-01,4.96E+03,4.208538150336727E-01
188,1.6E+01,56,2.99689568E+01,7.192549632E+02,1.8351665410543242E+03,2.5514826243111064E+00,9.726597099469573E+02,1.6150731173512609E+03,0E+00,1.7784055536230492E+03,1.1993103556509767E-01,1E+00,3.092961110693816E-02,4.699883153993462E-01,4.96E+03,3.6999325424482343E-01
189,1.6E+01,43,2.99689568E+01,7.192549632E+02,2.3749989142661125E+03,3.3020264520659373E+00,1.260786921335964E+03,2.0935332481827954E+03,0E+00,2.3028124172951484E+03,1.1851191358135484E-01,1E+00,3.039432840889119E-02,4.691421062288974E-01,4.96E+03,4.788304262633291E-01
190,1.6E+01,67,2.99689568E+01,7.192549632E+02,1.3735164292368106E+03,1.9096377494928498E+00,7.303057297621359E+02,1.2127170485183033E+03,0E+00,1.3325402706918007E+03,1.1707131949477648E-01,1E+00,2.983303124213674E-02,4.682948713122218E-01,4.96E+03,2.769186349267763E-01
191,1.6E+01,65,2.99689568E+01,7.192549632E+02,1.455271067353232E+03,2.0233034762508426E+00,7.751076169140565E+02,1.287102001597425E+03,0E+00,1.412668544919187E+03,1.1555858528931232E-01,1E+00,2.9274630266324264E-02,4.673792159396255E-01,4.96E+03,2.9340142486960324E-01
192,1.4E+01,51,4.49534352E+01,1.0788824448E+03,2.0351130266622613E+03,1.8863158228879369E+00,1.0858459828052778E+03,1.80318510002081E+03,0E+00,1.9767272652332363E+03,1.13963167452095E-01,1E+00,2.8689198419992436E-02,4.6644438486733736E-01,4.96E+03,4.1030504569803655E-01
193,1.6E+01,57,2.99689568E+01,7.192549632E+02,1.7836299137277185E+03,2.47982983084644E+00,9.533284795947794E+02,1.5833826466464998E+03,0E+00,1.7335367199478198E+03,1.1226951596853946E-01,1E+00,2.8084970651342026E-02,4.655121714109631E-01,4.96E+03,3.5960280518704E-01
194,1.7E+01,60,2.24767176E+01,5.394412224E+02,1.657503701214377E+03,3.072630774934224E+00,8.874831494036071E+02,1.4741676592540834E+03,0E+00,1.6119301407189978E+03,1.1060973307388183E-01,1E+00,2.7495299384242482E-02,4.645664146913284E-01,4.96E+03,3.341741333093502E-01
195,1.6E+01,63,2.99689568E+01,7.192549632E+02,1.5311090903196273E+03,2.1287431698874193E+00,8.213653336555981E+02,1.3644847388875355E+03,0E+00,1.4899541160013384E+03,1.0882591742519679E-01,1E+00,2.6879191416529E-02,4.635487837877485E-01,4.96E+03,3.0869134885476357E-01
196,1.6E+01,54,2.99689568E+01,7.192549632E+02,1.9009745844561223E+03,2.642977360904949E+00,1.0217541805046347E+03,1.6975952877087482E+03,0E+00,1.8510480433493562E+03,1.0698685737850717E-01,1E+00,2.6263655240319893E-02,4.6251034134842817E-01,4.96E+03,3.8326100493066984E-01
197,1.6E+01,39,2.99689568E+01,7.192549632E+02,2.5175425255989403E+03,3.5002087637995185E+00,1.355608581945457E+03,2.2528976345631545E+03,0E+00,2.452984377854706E+03,1.051203260103124E-01,1E+00,2.564331966105537E-02,4.6153498176840196E-01,4.96E+03,5.075690575804315E-01
198,1.6E+01,42,2.99689568E+01,7.192549632E+02,2.3905834036459696E+03,3.323693997202534E+00,1.2897999994339148E+03,2.143785529516711E+03,0E+00,2.3307170153178536E+03,1.0323750836421677E-01,1E+00,2.5042585101532833E-02,4.6046642946370675E-01,4.96E+03,4.8197246041249386E-01
199,1.7E+01,44,2.24767176E+01,5.394412224E+02,2.3048564117551705E+03,4.272673863337238E+00,1.2461883324866901E+03,2.071500131219371E+03,0E+00,2.2485651385647257E+03,1.0124547427147397E-01,1E+00,2.442289806139318E-02,4.5932062139276364E-01,4.96E+03,4.646887926925747E-01
200,1.7E+01,57,2.24767176E+01,5.394412224E+02,1.7671741547869415E+03,3.275934580832919E+00,9.573177004833605E+02,1.5917691805282618E+03,0E+00,1.7250714936374368E+03,9.925732208313513E-02,1E+00,2.382485112486305E-02,4.5827767009257836E-01,4.96E+03,3.5628511185220596E-01
201,1.6E+01,55,2.99689568E+01,7.192549632E+02,1.846693698023486E+03,2.567509148365771E+00,1.0024464577150728E+03,1.6671651854214242E+03,0E+00,1.8037997429095424E+03,9.721618305960053E-02,1E+00,2.3227433526119112E-02,4.5716690386283876E-01,4.96E+03,3.723172778273157E-01
202,1.5E+01,68,3.7461196E+01,8.99068704E+02,1.3113627038986212E+03,1.4585789696207925E+00,7.133498195801097E+02,1.1865982789954603E+03,0E+00,1.2816866163375162E+03,9.514105024661901E-02,1E+00,2.2629961545253218E-02,4.560240142110543E-01,4.96E+03,2.643876419150446E-01
203,1.6E+01,43,2.99689568E+01,7.192549632E+02,2.3320511038475797E+03,3.242314927480197E+00,1.2710671731078592E+03,2.1151194987251915E+03,0E+00,2.280641538048265E+03,9.302180589631136E-02,1E+00,2.2044785259849542E-02,4.549574102339506E-01,4.96E+03,4.701715935176572E-01
204,1.4E+01,51,4.49534352E+01,1.0788824448E+03,2.0015183176317696E+03,1.8551773896022612E+00,1.0933434018094392E+03,1.8196065218532274E+03,0E+00,1.9584985625285476E+03,9.088690029766172E-02,1E+00,2.1493560525653307E-02,4.5374299491642844E-01,4.96E+03,4.035319188773729E-01
205,1.5E+01,43,3.7461196E+01,8.99068704E+02,2.3249427572770855E+03,2.585945597853983E+00,1.2725961945126407E+03,2.1186024062034994E+03,0E+00,2.276234104538913E+03,8.875072318565243E-02,1E+00,2.0950473978644937E-02,4.5263332160355063E-01,4.96E+03,4.6873845912844464E-01
206,1.6E+01,53,2.99689568E+01,7.192549632E+02,1.9138767989232963E+03,2.660915665299501E+00,1.0497998383848817E+03,1.7481859130498017E+03,0E+00,1.8747650099983666E+03,8.657343354948892E-02,1E+00,2.0435896891029225E-02,4.5147992860591896E-01,4.96E+03,3.8586225784743877E-01
207,1.7E+01,51,2.24767176E+01,5.394412224E+02,1.992050596411874E+03,3.6928038008462627E+00,1.0949619543706644E+03,1.8239681126921025E+03,0E+00,1.9523694695440718E+03,8.437661373788673E-02,1E+00,1.9919738454071745E-02,4.5033426543335076E-01,4.96E+03,4.0162310411529717E-01
208,1.6E+01,60,2.99689568E+01,7.192549632E+02,1.6235978375279547E+03,2.2573328243777278E+00,8.943785777227458E+02,1.4901828342802798E+03,0E+00,1.5920185637521038E+03,8.217244453269833E-02,1E+00,1.9450182210104784E-02,4.4913786095915104E-01,4.96E+03,3.2733827369515217E-01
209,1.5E+01,76,3.7461196E+01,8.99068704E+02,9.724778936213913E+02,1.0816502557533036E+00,5.368855365411237E+02,8.947569502640802E+02,0E+00,9.540022497680868E+02,7.992052453540885E-02,1E+00,1.899852323069612E-02,4.4792006063826695E-01,4.96E+03,1.9606409145592568E-01
210,1.5E+01,76,3.7461196E+01,8.99068704E+02,9.709252120295703E+02,1.0799232669426455E+00,5.371542747410681E+02,8.954505208376765E+02,0E+00,9.528781100589559E+02,7.773481443964717E-02,1E+00,1.8587530478160818E-02,4.467604012277842E-01,4.96E+03,1.9575105081241337E-01
211,1.4E+01,51,4.49534352E+01,1.0788824448E+03,2.254934430444691E+03,2.0900649939324056E+00,1.2450437864386338E+03,2.080718587803673E+03,0E+00,2.213007284422833E+03,7.725982640065557E-02,1E+00,1.8593510062103896E-02,4.478580974999343E-01,4.96E+03,4.5462387710578445E-01
212,1.5E+01,45,3.7461196E+01,8.99068704E+02,2.5265194845597007E+03,2.8101517418180544E+00,1.3979796275595259E+03,2.337109544831876E+03,0E+00,2.480538509960681E+03,7.496872313289658E-02,1E+00,1.8199335045711345E-02,4.466776780852124E-01,4.96E+03,5.093789283386493E-01
213,1.5E+01,47,3.7461196E+01,8.99068704E+02,2.430653884739033E+03,2.703524073215914E+00,1.3477560376083607E+03,2.253873853990736E+03,0E+00,2.387223545035495E+03,7.272941320778674E-02,1E+00,1.7867759772881464E-02,4.4551709066012807E-01,4.96E+03,4.9005118643932116E-01
214,1.6E+01,60,2.99689568E+01,7.192549632E+02,1.8311775688529426E+03,2.5459366463123803E+00,1.0174935620759234E+03,1.7021603221171156E+03,0E+00,1.7990324507110483E+03,7.045589075047695E-02,1E+00,1.755434245627531E-02,4.4435013873980245E-01,4.96E+03,3.6918902597841585E-01
215,1.5E+01,68,3.7461196E+01,8.99068704E+02,1.462454495391899E+03,1.6266326353985723E+00,8.143697317599232E+02,1.3627080562647961E+03,0E+00,1.4371578327155917E+03,6.820481556273894E-02,1E+00,1.7297401564298664E-02,4.431486693596619E-01,4.96E+03,2.9484969665159255E-01
216,1.6E+01,51,2.99689568E+01,7.192549632E+02,2.2356112338893654E+03,3.108231918126812E+00,1.2474336708746255E+03,2.08811138532563E+03,0E+00,2.1974359232016395E+03,6.597741428733347E-02,1E+00,1.7076005930293608E-02,4.420167281480222E-01,4.96E+03,4.507280713486624E-01
217,1.5E+01,57,3.7461196E+01,8.99068704E+02,1.9584568651962236E+03,2.1783172481512865E+00,1.0949832379849554E+03,1.8335952377457406E+03,0E+00,1.9253521775570375E+03,6.375510723233245E-02,1E+00,1.6903455076029573E-02,4.408948915628806E-01,4.96E+03,3.948501744347225E-01
218,1.5E+01,46,3.7461196E+01,8.99068704E+02,2.4550289482678554E+03,2.7306355313507336E+00,1.3753283404624474E+03,2.3040060972448077E+03,0E+00,2.4138865060694757E+03,6.1515710896037294E-02,1E+00,1.6758434652026474E-02,4.397913957663067E-01,4.96E+03,4.9496551376368053E-01
219,1.4E+01,45,4.49534352E+01,1.0788824448E+03,2.496223143078601E+03,2.3137118924400917E+00,1.4014163335779713E+03,2.3481128140146125E+03,0E+00,2.454558576858509E+03,5.933376968908468E-02,1E+00,1.6691042359581288E-02,4.3858531339085355E-01,4.96E+03,5.032707949755244E-01
220,1.6E+01,61,2.99689568E+01,7.192549632E+02,1.7669499812912345E+03,2.456639261034764E+00,9.939165780620244E+02,1.6659338962202858E+03,0E+00,1.7374976980673775E+03,5.716974795015377E-02,1E+00,1.666843064925594E-02,4.3749591749297867E-01,4.96E+03,3.562399155829102E-01
221,1.5E+01,63,3.7461196E+01,8.99068704E+02,1.673436818332425E+03,1.8613002664726555E+00,9.431059091890481E+02,1.5813429132240854E+03,0E+00,1.6454907505719443E+03,5.503279484439156E-02,1E+00,1.669980453061188E-02,4.364257443977775E-01,4.96E+03,3.3738645530895667E-01
222,1.4E+01,52,4.49534352E+01,1.0788824448E+03,2.167122641147806E+03,2.008673559935013E+00,1.2235869322547128E+03,2.0524399988521436E+03,0E+00,2.130775716309271E+03,5.291931343346648E-02,1E+00,1.6771974113695826E-02,4.353863925270764E-01,4.96E+03,4.369198873281867E-01
223,1.3E+01,61,5.24456744E+01,1.2586961856E+03,1.7578672233231732E+03,1.396577858449E+00,9.944064879739633E+02,1.6684913000246393E+03,0E+00,1.7281510790737834E+03,5.084338686830531E-02,1E+00,1.6904658016896477E-02,4.343108087002838E-01,4.96E+03,3.5440871437967203E-01
224,1.4E+01,42,4.49534352E+01,1.0788824448E+03,2.6098075196968375E+03,2.418991552115426E+00,1.4790492498031226E+03,2.4824656557108224E+03,0E+00,2.565134280076363E+03,4.8793584593858276E-02,1E+00,1.7117446127085906E-02,4.332726690990096E-01,4.96E+03,5.261708709066205E-01
225,1.6E+01,46,2.99689568E+01,7.192549632E+02,2.4253795315391353E+03,3.372072012890262E+00,1.3769917089046926E+03,2.3119307178117365E+03,0E+00,2.383252868425665E+03,4.677569520651667E-02,1E+00,1.7369101439862943E-02,4.322572236639354E-01,4.96E+03,4.889878087780515E-01
226,1.5E+01,55,3.7461196E+01,8.99068704E+02,2.017731950860758E+03,2.244246676459509E+00,1.1475329869121433E+03,1.9273303402409445E+03,0E+00,1.9820515276407402E+03,4.4803577889148426E-02,1E+00,1.7683430747476858E-02,4.3127580131612153E-01,4.96E+03,4.068007965445076E-01
227,1.4E+01,58,4.49534352E+01,1.0788824448E+03,1.8801994263436918E+03,1.7427287239734794E+00,1.0711406936339652E+03,1.7995800797864963E+03,0E+00,1.846249039490776E+03,4.287808273294241E-02,1E+00,1.805680098463653E-02,4.3030474394040924E-01,4.96E+03,3.7907246498864755E-01
228,1.3E+01,47,5.24456744E+01,1.2586961856E+03,2.368728807184264E+03,1.8818908282105657E+00,1.3517380896121679E+03,2.271607087577632E+03,0E+00,2.3248861707289147E+03,4.1001620494530995E-02,1E+00,1.8508930326838705E-02,4.293402919268774E-01,4.96E+03,4.77566291771021E-01
229,1.3E+01,47,5.24456744E+01,1.2586961856E+03,2.364816854674613E+03,1.8787828879828876E+00,1.351642043950669E+03,2.2722679265060387E+03,0E+00,2.319839726034129E+03,3.913576985280237E-02,1E+00,1.9019286229957248E-02,4.2843690356873393E-01,4.96E+03,4.767775916682687E-01
230,1.2E+01,44,5.99379136E+01,1.4385099264E+03,2.4943925261032587E+03,1.7340113407112174E+00,1.427905626796269E+03,2.4012589294892655E+03,0E+00,2.4455344852393455E+03,3.733718556296612E-02,1E+00,1.9587150118766283E-02,4.2755375833853065E-01,4.96E+03,5.029017189724312E-01
231,1.4E+01,55,4.49534352E+01,1.0788824448E+03,2.0012276596141342E+03,1.854907983033421E+00,1.34969852463292E+03,1.9300137186652535E+03,0E+00,1.9607476634265151E+03,3.558512726263829E-02,1E+00,2.0227581801175083E-02,3.2556472615756193E-01,4.96E+03,4.034733184705916E-01
232,1.4E+01,60,4.49534352E+01,1.0788824448E+03,1.7760441465519264E+03,1.6461887531047592E+00,1.2022564098110502E+03,1.71584705570875E+03,0E+00,1.7388653466753817E+03,3.389391584665568E-02,1E+00,2.093348858964171E-02,3.230706499356154E-01,4.96E+03,3.5807341664353354E-01
233,1.5E+01,61,3.7461196E+01,8.99068704E+02,1.7288654813784133E+03,1.9229514648731598E+00,1.174802537415086E+03,1.6731099943071413E+03,0E+00,1.6913021518520377E+03,3.224975434573333E-02,1E+00,2.1727155716259865E-02,3.2047776413557433E-01,4.96E+03,3.485615889875833E-01
234,1.4E+01,65,4.49534352E+01,1.0788824448E+03,1.5492010623423084E+03,1.4359312915036768E+00,1.0567020470040704E+03,1.5016870122358844E+03,0E+00,1.514197752015426E+03,3.067003454966996E-02,1E+00,2.2594427009983712E-02,3.179051624155267E-01,4.96E+03,3.1233892385933637E-01
235,1.3E+01,61,5.24456744E+01,1.2586961856E+03,1.7235967223056118E+03,1.3693508743605203E+00,1.1799940119722005E+03,1.673399873144672E+03,0E+00,1.6830956744902485E+03,2.9123314352671043E-02,1E+00,2.3497983774990072E-02,3.1538857280155874E-01,4.96E+03,3.4749933917451853E-01
236,1.2E+01,69,5.99379136E+01,1.4385099264E+03,1.3680709324424593E+03,9.510333626033289E-01,9.400103030542462E+02,1.3302154253611516E+03,0E+00,1.3345415500070862E+03,2.7670719539171086E-02,1E+00,2.4508511686241234E-02,3.128935928957888E-01,4.96E+03,2.758207525085603E-01
237,1.3E+01,72,5.24456744E+01,1.2586961856E+03,1.2338320061702386E+03,9.802460834360048E-01,8.508110968572726E+02,1.201438985570587E+03,0E+00,1.2022847570238166E+03,2.6253996036460614E-02,1E+00,2.5568512559779773E-02,3.1043197728501665E-01,4.96E+03,2.4875645285690295E-01
238,1.3E+01,64,5.24456744E+01,1.2586961856E+03,1.5840168549532636E+03,1.2584584533385144E+00,1.0961362655729856E+03,1.5445715444967493E+03,0E+00,1.541692769904702E+03,2.490207748305701E-02,1E+00,2.671946634672052E-02,3.080021452137093E-01,4.96E+03,3.193582368857386E-01
239,1.2E+01,61,5.99379136E+01,1.4385099264E+03,1.7135738977013048E+03,1.1912145104133394E+00,1.1899676811511704E+03,1.6731312726325891E+03,0E+00,1.665716773307449E+03,2.360133118447242E-02,1E+00,2.7928252442485445E-02,3.055638378085313E-01,4.96E+03,3.4547860840752115E-01
240,1.2E+01,57,5.99379136E+01,1.4385099264E+03,1.8868119915454079E+03,1.3116433588104073E+00,1.314790415261289E+03,1.844561683190445E+03,0E+00,1.8316871042765636E+03,2.2392431542878673E-02,1E+00,2.9215887706805357E-02,3.031682959655139E-01,4.96E+03,3.8040564345673544E-01
241,1.4E+01,77,4.49534352E+01,1.0788824448E+03,1.3745004632088305E+03,1.2740039193645711E+00,9.455049616936368E+02,1.342966257641526E+03,0E+00,1.3343826670203844E+03,2.2942302612024273E-02,1E+00,2.918718273458364E-02,3.121101178195933E-01,4.96E+03,2.771170288727481E-01
242,1.4E+01,61,4.49534352E+01,1.0788824448E+03,2.327658657110747E+03,2.1574719918093033E+00,1.606306165523183E+03,2.2770244183956165E+03,0E+00,2.2565295862392904E+03,2.1753292116285395E-02,1E+00,3.0558205196524253E-02,3.0990475746257284E-01,4.96E+03,4.692860195787796E-01
243,1.4E+01,64,4.49534352E+01,1.0788824448E+03,2.1458119654345082E+03,1.9889210133846347E+00,1.4853190244262216E+03,2.101527706797075E+03,0E+00,2.07718021468671E+03,2.0637529919107316E-02,1E+00,3.1984046996355056E-02,3.0780560069928703E-01,4.96E+03,4.3262338012792506E-01
244,1.4E+01,50,4.49534352E+01,1.0788824448E+03,2.9767240212775546E+03,2.7590809690386338E+00,2.0667326567404352E+03,2.9183966280862455E+03,0E+00,2.8769704892575287E+03,1.959449138529003E-02,1E+00,3.3511179171125616E-02,3.057022948827376E-01,4.96E+03,6.00145972031765E-01
245,1.6E+01,57,2.99689568E+01,7.192549632E+02,2.5569765980514703E+03,3.555035041642755E+00,1.7807499503659656E+03,2.509379654821149E+03,0E+00,2.467187594832312E+03,1.8614540026135797E-02,1E+00,3.511530112852111E-02,3.035720578268194E-01,4.96E+03,5.155194754136029E-01
246,1.1E+01,56,6.74301528E+01,1.6183236672E+03,2.613451944251098E+03,1.6149130098139481E+00,1.8252810821477542E+03,2.567163020203738E+03,0E+00,2.517358573953468E+03,1.7711794605285717E-02,1E+00,3.676875349057411E-02,3.015823052867343E-01,4.96E+03,5.269056339215924E-01
247,1.1E+01,69,6.74301528E+01,1.6183236672E+03,1.8393244443041297E+03,1.1365615430234064E+00,1.288277038790436E+03,1.8082861537702095E+03,0E+00,1.768469807203292E+03,1.6874831751427566E-02,1E+00,3.852209832814132E-02,2.9959228086166767E-01,4.96E+03,3.708315411903487E-01
248,1E+01,49,7.4922392E+01,1.798137408E+03,3.0228831984535045E+03,1.6811191319442838E+00,2.122916043857766E+03,2.974153546195746E+03,0E+00,2.9009902157068673E+03,1.612025641039925E-02,1E+00,4.032341799014832E-02,2.977181371268854E-01,4.96E+03,6.094522577527227E-01
249,1E+01,63,7.4922392E+01,1.798137408E+03,2.190735803413203E+03,1.218336148097756E+00,1.542751555474083E+03,2.1569458635125507E+03,0E+00,2.098238797745347E+03,1.5424014090611459E-02,1E+00,4.222188979782235E-02,2.9578383980831896E-01,4.96E+03,4.4168060552685545E-01
250,1E+01,34,7.4922392E+01,1.798137408E+03,3.9041948314746114E+03,2.1712438738578377E+00,2.7566060687122035E+03,3.8463303773824923E+03,0E+00,3.731611059773577E+03,1.4821097970221905E-02,1E+00,4.4204702672548224E-02,2.939373705202526E-01,4.96E+03,7.871360547327846E-01
251,1.1E+01,53,6.74301528E+01,1.6183236672E+03,2.7778806880545467E+03,1.7165173718683824E+00,1.9660958012895194E+03,2.7382013382079117E+03,0E+00,2.6494324686128075E+03,1.4284036754085285E-02,1E+00,4.623964592651255E-02,2.922317327219516E-01,4.96E+03,5.600565903335779E-01
252,1E+01,58,7.4922392E+01,1.798137408E+03,2.480240387609315E+03,1.3793386292808356E+00,1.7598832133550948E+03,2.445971798675969E+03,0E+00,2.3602628909931254E+03,1.3816640154939717E-02,1E+00,4.837333397825797E-02,2.9043845018126124E-01,4.96E+03,5.000484652438135E-01
253,1E+01,72,7.4922392E+01,1.798137408E+03,1.6521090526094754E+03,9.18789101021514E-01,1.1750506661646996E+03,1.6299414349406081E+03,0E+00,1.5686105330778041E+03,1.3417769023088312E-02,1E+00,5.0540561714002286E-02,2.887572014034249E-01,4.96E+03,3.3308650254223293E-01
254,1E+01,72,7.4922392E+01,1.798137408E+03,1.6510125502640612E+03,9.181793020481231E-01,1.1769101114648142E+03,1.6293710673253072E+03,0E+00,1.5638177200300481E+03,1.310800631727055E-02,1E+00,5.28129421063864E-02,2.8715859169175895E-01,4.96E+03,3.328654335209801E-01
255,9E+00,61,8.24146312E+01,1.9779511488E+03,2.2979263397179257E+03,1.1617710281227374E+00,1.6416980399452907E+03,2.268344697654311E+03,0E+00,2.1711836945252503E+03,1.2873189863538477E-02,1E+00,5.515522538822258E-02,2.855741232563565E-01,4.96E+03,4.632916007495818E-01
256,9E+00,58,8.24146312E+01,1.9779511488E+03,2.473129124093762E+03,1.2503489409200934E+00,1.770589682772488E+03,2.4417237709733736E+03,0E+00,2.3308560813869562E+03,1.2698630578739588E-02,1E+00,5.752754327331741E-02,2.840690502072787E-01,4.96E+03,4.986147427608391E-01
257,8E+00,80,8.99068704E+01,2.1577648896E+03,1.1771035313062005E+03,5.455198279384407E-01,8.444097276926249E+02,1.1622530857999832E+03,0E+00,1.1064402865509355E+03,1.2616091202902283E-02,1E+00,6.003146101927999E-02,2.8263767354804736E-01,4.96E+03,2.3731926034399203E-01
258,8E+00,87,8.99068704E+01,2.1577648896E+03,7.647461981144891E+02,3.544159059221023E-01,5.497097784551316E+02,7.551103295693281E+02,0E+00,7.168796205962199E+02,1.2600086890158523E-02,1E+00,6.259145535641249E-02,2.811866475303021E-01,4.96E+03,1.541827012327599E-01
259,7E+00,66,9.73991096E+01,2.3375786304000003E+03,1.9990818184901964E+03,8.551934007662103E-01,1.439557322528041E+03,1.9737907131672664E+03,0E+00,1.8688149773639577E+03,1.2651360784237847E-02,1E+00,6.516333644844131E-02,2.7989074323367885E-01,4.96E+03,4.0304068921173314E-01
260,6E+00,81,1.048913488E+02,2.5173923712E+03,1.1167600664594263E+03,4.436178004015659E-01,8.055987204236827E+02,1.1024654129274008E+03,0E+00,1.040979530069747E+03,1.2800111645597419E-02,1E+00,6.785749120662407E-02,2.786286467264619E-01,4.96E+03,2.251532392055295E-01
261,7E+00,65,9.73991096E+01,2.3375786304000003E+03,2.056376352496932E+03,8.797036068664995E-01,1.4860171240461696E+03,2.0296429729193173E+03,0E+00,1.9111744197631874E+03,1.3000236821997262E-02,1E+00,7.061058281351815E-02,2.77361304878949E-01,4.96E+03,4.1459200655180084E-01
262,7E+00,66,9.73991096E+01,2.3375786304000003E+03,1.99701626296796E+03,8.543097703739001E-01,1.4453914634729224E+03,1.970499354905686E+03,0E+00,1.8504280138398692E+03,1.3278263454331972E-02,1E+00,7.340363313327843E-02,2.762244903680526E-01,4.96E+03,4.02624246566121E-01
263,7E+00,66,9.73991096E+01,2.3375786304000003E+03,1.9966822301427605E+03,8.541668734373626E-01,1.447376453639406E+03,1.9694639437272042E+03,0E+00,1.8443596214752629E+03,1.363175672355755E-02,1E+00,7.628785711014563E-02,2.7510926286156206E-01,4.96E+03,4.025569012384598E-01
264,7E+00,71,9.73991096E+01,2.3375786304000003E+03,1.7028379865619834E+03,7.284623346640529E-01,1.2361727408648253E+03,1.6788972991855965E+03,0E+00,1.5679451940221134E+03,1.4059286652820663E-02,1E+00,7.92164572345591E-02,2.7405146548283876E-01,4.96E+03,3.4331411019394825E-01
265,7E+00,68,9.73991096E+01,2.3375786304000003E+03,1.8787762463931253E+03,8.037275075840482E-01,1.3656844773053626E+03,1.8514164884046875E+03,0E+00,1.724310945317408E+03,1.4562541995601171E-02,1E+00,8.221591122000814E-02,2.730989228082888E-01,4.96E+03,3.7878553354700106E-01
266,7E+00,61,9.73991096E+01,2.3375786304000003E+03,2.2898145061765376E+03,9.795668374093198E-01,1.66657976125504E+03,2.2551646610745074E+03,0E+00,2.094546529253979E+03,1.5132162456201465E-02,1E+00,8.527676647861374E-02,2.7217695723404073E-01,4.96E+03,4.616561504388181E-01
267,6E+00,66,1.048913488E+02,2.5173923712E+03,1.9964524683842747E+03,7.930636841616383E-01,1.454810337023986E+03,1.9649791360204415E+03,0E+00,1.8200030908559688E+03,1.576462894170696E-02,1E+00,8.838145677022098E-02,2.713022924100159E-01,4.96E+03,4.025105783032812E-01
268,7E+00,68,9.73991096E+01,2.3375786304000003E+03,1.8790184618397261E+03,8.038311256799064E-01,1.3707679725440928E+03,1.8480779911315744E+03,0E+00,1.7069978607704718E+03,1.6466294151180567E-02,1E+00,9.154811651016509E-02,2.7048722490890853E-01,4.96E+03,3.788343673063964E-01
269,8E+00,65,8.99068704E+01,2.1577648896E+03,2.055667615324119E+03,9.526837818299994E-01,1.50119339001844E+03,2.0202074910737128E+03,0E+00,1.8608043669458157E+03,1.7249930867260146E-02,1E+00,9.47931693459009E-02,2.697295132599804E-01,4.96E+03,4.1444911599276596E-01
