Time,MinTemp,Cloudness,Qout,24h out,Qd,%,Qf,Qbs a,Qbs w,Qbs s,% bs a/d,% bs w/d,% bs s/d,% f/d,Qhwp,% hw
86,-3E+00,85,1.723215016E+02,4.1357160384E+03,1.4919773248512868E+03,3.607542952655167E-01,1.093267821614912E+03,1.4761300689521775E+03,1.4325217963203297E+03,0E+00,1.0621646612952977E-02,3.985015558925019E-02,1E+00,2.6723563193302297E-01,4.96E+03,3.008018800103401E-01
87,-4E+00,87,1.798137408E+02,4.3155297792E+03,1.2928781825729907E+03,2.9958736209037595E-01,9.4448283156094E+02,1.278942382007683E+03,1.2385817396146736E+03,0E+00,1.0778896846703639E-02,4.199656525277624E-02,1E+00,2.6947268173301536E-01,4.96E+03,2.606609239058449E-01
88,-5E+00,80,1.8730598E+02,4.49534352E+03,1.9888216891210332E+03,4.4241817789289506E-01,1.4485099525411963E+03,1.9668850443164968E+03,1.9009051639183724E+03,0E+00,1.1029970622570655E-02,4.420533307916393E-02,1E+00,2.7167429817131045E-01,4.96E+03,4.009721147421438E-01
89,-4E+00,75,1.798137408E+02,4.3155297792E+03,2.4857787780618446E+03,5.760077916836089E-01,1.804929587043926E+03,2.4576308583543096E+03,2.3703099282135704E+03,0E+00,1.1323581951842835E-02,4.645178037053841E-02,1E+00,2.7389774063031264E-01,4.96E+03,5.011650762221461E-01
90,-3E+00,85,1.723215016E+02,4.1357160384E+03,1.4912132943523038E+03,3.6056955567220594E-01,1.0793733791910013E+03,1.473765892487568E+03,1.4184526365001325E+03,0E+00,1.1700138357681458E-02,4.879292461228663E-02,1E+00,2.7617773843692955E-01,4.96E+03,3.0064784160328706E-01
91,-3E+00,96,1.723215016E+02,4.1357160384E+03,2.777468442328442E+02,6.715810313231688E-02,2.030677154165949E+02,2.7451077337808323E+02,2.644400324200391E+02,0E+00,1.1651152558363572E-02,4.790985780435934E-02,1E+00,2.688748058416942E-01,4.96E+03,5.599734762758955E-02
92,-1E+00,95,1.573370232E+02,3.7760885568000003E+03,3.4723937698545353E+02,9.195742413406673E-02,2.53015116254112E+02,3.430430677999758E+02,3.2978628222574275E+02,0E+00,1.208477339726806E-02,5.026242965653626E-02,1E+00,2.71352464542893E-01,4.96E+03,7.000793890835756E-02
93,-1E+00,83,1.573370232E+02,3.7760885568000003E+03,1.180759425362273E+03,3.1269378554058413E-01,8.573791098588895E+02,1.1658974041233164E+03,1.1185676230279846E+03,0E+00,1.2586832609357987E-02,5.2671019174974736E-02,1E+00,2.738748542313488E-01,4.96E+03,2.380563357585228E-01
94,-1E+00,94,1.573370232E+02,3.7760885568000003E+03,4.168125334724727E+02,1.1038208643753189E-01,3.016072392077065E+02,4.1133063327295656E+02,3.93826593380262E+02,0E+00,1.3151956237607131E-02,5.5146950358508695E-02,1E+00,2.7639594545055735E-01,4.96E+03,8.403478497428885E-02
95,1E+00,94,1.423525448E+02,3.4164610752E+03,4.1682936460056305E+02,1.2200617991122929E-01,3.00565171004563E+02,4.1107927227415985E+02,3.927907747259906E+02,0E+00,1.3794835044583191E-02,5.767009696547645E-02,1E+00,2.7892515132040424E-01,4.96E+03,8.403817834688772E-02
96,0E+00,70,1.49844784E+02,3.596274816E+03,2.0846442852472574E+03,5.796676816723167E-01,1.4979298409983417E+03,2.054417261048098E+03,1.9590126504695022E+03,0E+00,1.4499847486245752E-02,6.0265262360026224E-02,1E+00,2.814458315027718E-01,4.96E+03,4.2029118654178577E-01
97,-3E+00,74,1.723215016E+02,4.1357160384E+03,1.8071744289349567E+03,4.369677250941303E-01,1.2939399240587504E+03,1.7795745168602823E+03,1.6934638016432846E+03,0E+00,1.5272411800857621E-02,6.292177748369682E-02,1E+00,2.839983217218698E-01,4.96E+03,3.643496832530155E-01
98,-1E+00,79,1.573370232E+02,3.7760885568000003E+03,1.460106791863347E+03,3.86671755680618E-01,1.0417615944804238E+03,1.4365685873694192E+03,1.364234294465311E+03,0E+00,1.612087870907642E-02,6.566129130574506E-02,1E+00,2.865168491196749E-01,4.96E+03,2.943763693272877E-01
99,0E+00,82,1.49844784E+02,3.596274816E+03,1.2519483565672115E+03,3.4812366146136353E-01,8.90021313236976E+02,1.2306463997638944E+03,1.1663003729085399E+03,0E+00,1.7015044343942434E-02,6.841175453396063E-02,1E+00,2.8909103273446823E-01,4.96E+03,2.524089428562926E-01
100,0E+00,81,1.49844784E+02,3.596274816E+03,1.3219257880629139E+03,3.675819718175047E-01,9.364728767519375E+02,1.2981549473399286E+03,1.2277865372125782E+03,0E+00,1.7981978215144585E-02,7.121371842536081E-02,1E+00,2.915843799944325E-01,4.96E+03,2.6651729598042617E-01
101,1E+00,62,1.423525448E+02,3.4164610752E+03,2.644870685272358E+03,7.741550765707252E-01,1.8669153960055546E+03,2.594546777890128E+03,2.448852092112563E+03,0E+00,1.9026982174384775E-02,7.411273233557349E-02,1E+00,2.941373631606086E-01,4.96E+03,5.332400575145884E-01
102,1E+00,66,1.423525448E+02,3.4164610752E+03,2.367493577786694E+03,6.929666475559364E-01,1.6650540470542785E+03,2.319900581228014E+03,2.185168075355234E+03,0E+00,2.0102692993648478E-02,7.701203675572846E-02,1E+00,2.9670176820040517E-01,4.96E+03,4.77317253586027E-01
103,2E+00,68,1.348603056E+02,3.2366473344E+03,2.2910573110107093E+03,7.078489171991976E-01,1.5622266580995702E+03,2.238158747645638E+03,2.101317706873578E+03,0E+00,2.3089148888089148E-02,8.281748484651677E-02,1E+00,3.181197822544266E-01,4.96E+03,4.619067159295785E-01
104,2E+00,76,1.348603056E+02,3.2366473344E+03,1.720808774656161E+03,5.316639710378454E-01,1.168093914152849E+03,1.6787462576202074E+03,1.572801655048193E+03,0E+00,2.4443458015466036E-02,8.601020740235442E-02,1E+00,3.211948176018286E-01,4.96E+03,3.4693725295487116E-01
105,2E+00,78,1.348603056E+02,3.2366473344E+03,1.5796096248644528E+03,4.880388444165407E-01,1.0674231903557707E+03,1.538772526286882E+03,1.4386644122467987E+03,0E+00,2.5852652411557046E-02,8.922787655826589E-02,1E+00,3.2424874250347335E-01,4.96E+03,3.1846968243234935E-01
106,2E+00,75,1.348603056E+02,3.2366473344E+03,1.7977041462267844E+03,5.554216942699558E-01,1.2092909910370586E+03,1.7485447700857696E+03,1.6313317436755156E+03,0E+00,2.7345643188394303E-02,9.254715404671512E-02,1E+00,3.2731367751737733E-01,4.96E+03,3.624403520618517E-01
107,1E+00,65,1.423525448E+02,3.4164610752E+03,2.5207869280642503E+03,7.378356938887949E-01,1.6880106259785261E+03,2.4479651190677696E+03,2.279076546187367E+03,0E+00,2.8888522145900538E-02,9.588687531892912E-02,1E+00,3.303636228886768E-01,4.96E+03,5.082231709806956E-01
108,1E+00,71,1.423525448E+02,3.4164610752E+03,2.091886301499278E+03,6.122962490877549E-01,1.3945644020561344E+03,2.0281181073350774E+03,1.8842646711512245E+03,0E+00,3.0483585134859985E-02,9.925091540551167E-02,1E+00,3.3334598488616013E-01,4.96E+03,4.2175127046356414E-01
109,3E+00,72,1.273680664E+02,3.0568335936000003E+03,2.0230231578661185E+03,6.61803495650421E-01,1.3425375495475098E+03,1.9579879762887158E+03,1.815276982291196E+03,0E+00,3.214752205110778E-02,1.0269095277883654E-01,1E+00,3.3637064690667395E-01,4.96E+03,4.078675721504271E-01
110,4E+00,61,1.198758272E+02,2.8770198528E+03,2.822326134512048E+03,9.809894539883962E-01,1.8645414293974497E+03,2.726727920669573E+03,2.5226499508164075E+03,0E+00,3.387213570872568E-02,1.0618056504212318E-01,1E+00,3.393600383040743E-01,4.96E+03,5.690173658290419E-01
111,5E+00,66,1.12383588E+02,2.697206112E+03,2.4645002396032437E+03,9.13723363089889E-01,1.6209038388312633E+03,2.3766625830213134E+03,2.19416897561742E+03,0E+00,3.564116374201334E-02,1.0969009442228494E-01,1E+00,3.422991757987372E-01,4.96E+03,4.968750483071056E-01
112,6E+00,59,1.048913488E+02,2.5173923712E+03,2.9769941548663855E+03,1.1825705793520382E+00,1.949090785881219E+03,2.86547308914098E+03,2.639917298683536E+03,0E+00,3.746096227401257E-02,1.1322724824025665E-01,1E+00,3.452822933175363E-01,4.96E+03,6.002004344488681E-01
113,5E+00,45,1.12383588E+02,2.697206112E+03,4.0004820872173814E+03,1.4831948027327404E+00,2.6076746150753133E+03,3.843036251268939E+03,3.5330410144928173E+03,0E+00,3.9356715644728E-02,1.1684618566801343E-01,1E+00,3.481599071753036E-01,4.96E+03,8.065488079067301E-01
114,6E+00,55,1.048913488E+02,2.5173923712E+03,3.278729543799045E+03,1.3024308730371372E+00,2.1278546831610815E+03,3.1433800768756455E+03,2.883813804714533E+03,0E+00,4.128107094999096E-02,1.2044779351544967E-01,1E+00,3.5101244102752416E-01,4.96E+03,6.610341822175494E-01
115,8E+00,65,8.99068704E+01,2.1577648896E+03,2.554569890297114E+03,1.183896309838776E+00,1.6505446958543996E+03,2.4440639225401374E+03,2.2375589286293757E+03,0E+00,4.325815010061208E-02,1.2409563068594208E-01,1E+00,3.5388548102615036E-01,4.96E+03,5.15034252076031E-01
116,7E+00,66,9.73991096E+01,2.3375786304000003E+03,2.486047956156282E+03,1.0635141525617369E+00,1.5992102093343667E+03,2.3734608724805476E+03,2.1683244471537246E+03,0E+00,4.5287575163999366E-02,1.2780264685392256E-01,1E+00,3.5672592100478595E-01,4.96E+03,5.012193459992504E-01
117,5E+00,61,1.12383588E+02,2.697206112E+03,2.8563237584039616E+03,1.0589935065385028E+00,1.829399282682987E+03,2.7210638161958477E+03,2.4806842415510782E+03,0E+00,4.735455559270818E-02,1.315115332243642E-01,1E+00,3.5952663723764733E-01,4.96E+03,5.758717254846697E-01
118,3E+00,72,1.273680664E+02,3.0568335936000003E+03,2.0546222242030767E+03,6.72140684564831E-01,1.3102865978757009E+03,1.9529946760197017E+03,1.776756615159476E+03,0E+00,4.946288762295117E-02,1.3523926966738414E-01,1E+00,3.6227371511864187E-01,4.96E+03,4.142383516538461E-01
119,3E+00,69,1.273680664E+02,3.0568335936000003E+03,2.278721540673728E+03,7.454516155032509E-01,1.4470072322764172E+03,2.161159533914467E+03,1.9620653502514049E+03,0E+00,5.159121229200434E-02,1.3896221401790967E-01,1E+00,3.649916383163718E-01,4.96E+03,4.5941966545841295E-01
120,3E+00,71,1.273680664E+02,3.0568335936000003E+03,2.135699531681153E+03,6.986639822830403E-01,1.3503531789405865E+03,2.0208289946027621E+03,1.8308318038784223E+03,0E+00,5.378590732188278E-02,1.4274841721894702E-01,1E+00,3.677232406013441E-01,4.96E+03,4.305845830002325E-01
121,4E+00,55,1.198758272E+02,2.8770198528E+03,2.118530790432142E+03,7.363629376315655E-01,1.3657006815524594E+03,2.0110571305573535E+03,1.8278659793844108E+03,0E+00,5.073027985251315E-02,1.3720112653564068E-01,1E+00,3.553548111170567E-01,4.96E+03,4.2712314323228673E-01
122,5E+00,79,1.12383588E+02,2.697206112E+03,9.905441142993161E+02,3.6724820913475525E-01,6.357740865063674E+02,9.381753194266682E+02,8.509801778053238E+02,0E+00,5.286871540263719E-02,1.4089623518960173E-01,1E+00,3.5815671676965466E-01,4.96E+03,1.997064746571202E-01
123,6E+00,69,1.048913488E+02,2.5173923712E+03,1.4649490140210853E+03,5.819311406440657E-01,9.361670283847575E+02,1.3843918881000332E+03,1.253205572811921E+03,0E+00,5.4989713054882206E-02,1.4453980253412185E-01,1E+00,3.6095589715091403E-01,4.96E+03,2.9535262379457367E-01
124,6E+00,72,1.048913488E+02,2.5173923712E+03,1.3256199370016282E+03,5.265845531937188E-01,8.43546398642811E+02,1.2498559768982575E+03,1.1291570556451634E+03,0E+00,5.715360639093766E-02,1.4820453123301466E-01,1E+00,3.6365893790734766E-01,4.96E+03,2.672620840729089E-01
125,5E+00,55,1.12383588E+02,2.697206112E+03,2.1343995801026754E+03,7.913372176514909E-01,1.3525595689268378E+03,2.0077931316357458E+03,1.8103354035489424E+03,0E+00,5.9317125831161874E-02,1.5182919804460604E-01,1E+00,3.663044251246654E-01,4.96E+03,4.3032249598844263E-01
126,3E+00,45,1.273680664E+02,3.0568335936000003E+03,2.613336030584969E+03,8.549160268509322E-01,1.6492339227044822E+03,2.452540389876346E+03,2.206940105580577E+03,2.5639670111585965E+03,6.152888064403658E-02,1.5550848426997907E-01,1.8891186915339836E-02,3.689162421507204E-01,4.96E+03,5.268822642308406E-01
127,4E+00,58,1.198758272E+02,2.8770198528E+03,1.9993312503448808E+03,6.949313361181964E-01,1.2565521419718332E+03,1.871894477209305E+03,0E+00,1.9612808801354718E+03,6.373969951882322E-02,1E+00,1.903154877554459E-02,3.715137790423271E-01,4.96E+03,4.0309097789211307E-01
128,5E+00,61,1.12383588E+02,2.697206112E+03,1.8601141757223472E+03,6.896448022442964E-01,1.1643131767963089E+03,1.7373625334190983E+03,0E+00,1.8243280292034701E+03,6.599145574253804E-02,1E+00,1.9238682757191677E-02,3.7406359674444967E-01,4.96E+03,3.7502301929886034E-01
129,8E+00,52,8.99068704E+01,2.1577648896E+03,2.293600054029102E+03,1.062951791033305E+00,1.429952749132935E+03,2.1370440611295826E+03,0E+00,2.2489252349626345E+03,6.825775602180582E-02,1E+00,1.9478033665018567E-02,3.765466012171662E-01,4.96E+03,4.624193657316738E-01
130,5E+00,38,1.12383588E+02,2.697206112E+03,2.9678599692473454E+03,1.1003460047206601E+00,1.8431260188392241E+03,2.758564380876019E+03,0E+00,2.9092704090926914E+03,7.052070870594475E-02,1E+00,1.9741349242131747E-02,3.789713672688391E-01,4.96E+03,5.983588647676099E-01
131,6E+00,64,1.048913488E+02,2.5173923712E+03,1.7264459128559683E+03,6.858072395099059E-01,1.067980318687591E+03,1.6007861078558185E+03,0E+00,1.6918243126418192E+03,7.278525441453165E-02,1E+00,2.00536836725319E-02,3.813994920229574E-01,4.96E+03,3.4807377275321943E-01
132,7E+00,68,9.73991096E+01,2.3375786304000003E+03,1.5373469893661684E+03,6.576664285740419E-01,9.473951722496665E+02,1.4219659189535478E+03,0E+00,1.5059805029243764E+03,7.505206775744949E-02,1E+00,2.040299727956924E-02,3.837466890670744E-01,4.96E+03,3.099489897915662E-01
133,9E+00,58,8.24146312E+01,1.9779511488E+03,2.0213774867608504E+03,1.0219552125881353E+00,1.2410143978041312E+03,1.865053934560979E+03,0E+00,1.9793770974199945E+03,7.733516041596532E-02,1E+00,2.0778102861014523E-02,3.860551005775816E-01,4.96E+03,4.075357836211392E-01
134,7E+00,35,9.73991096E+01,2.3375786304000003E+03,3.1339641463532034E+03,1.340688225669195E+00,1.9172191633084803E+03,2.884542144998461E+03,0E+00,3.0675325159911454E+03,7.958674372359338E-02,1E+00,2.119731664427634E-02,3.882447042224693E-01,4.96E+03,6.318476101518555E-01
135,1E+01,69,7.4922392E+01,1.798137408E+03,1.4973315108339734E+03,8.327125080498705E-01,9.126429928900303E+02,1.3747409733209063E+03,0E+00,1.46492942583243E+03,8.18726759078138E-02,1E+00,2.1639887204067558E-02,3.904870188822028E-01,4.96E+03,3.0188135299072044E-01
136,1.1E+01,64,6.74301528E+01,1.6183236672E+03,1.7418548669935803E+03,1.0763328141936601E+00,1.0579140264829998E+03,1.595278388036465E+03,0E+00,1.7033243646343412E+03,8.414965088917226E-02,1E+00,2.2120386198272675E-02,3.9265087664338744E-01,4.96E+03,3.5118041673257666E-01
137,1.2E+01,68,5.99379136E+01,1.4385099264E+03,1.5509796935626957E+03,1.0781849086326163E+00,9.386739901138504E+02,1.416951614583572E+03,0E+00,1.5159221568308292E+03,8.641510880858339E-02,1E+00,2.260347887040177E-02,3.947864088680242E-01,4.96E+03,3.126975188634467E-01
138,7E+00,50,9.73991096E+01,2.3375786304000003E+03,2.4275784624955027E+03,1.038501306833089E+00,1.4643587551613923E+03,2.2124158191992237E+03,0E+00,2.3714593133052804E+03,8.863262161054751E-02,1E+00,2.3117336908868743E-02,3.967821111511838E-01,4.96E+03,4.894311416321578E-01
139,7E+00,72,9.73991096E+01,2.3375786304000003E+03,1.36171612689348E+03,5.825327581217948E-01,7.16110645606728E+02,1.237971500434986E+03,0E+00,1.329504551162471E+03,9.087402580800441E-02,1E+00,2.3655132736434655E-02,4.7411165112628084E-01,4.96E+03,2.7453954171239514E-01
140,7E+00,49,9.73991096E+01,2.3375786304000003E+03,2.4841728051691593E+03,1.062711975915041E+00,1.3043890337152197E+03,2.2530734311720043E+03,0E+00,2.4240788905961667E+03,9.302870296151505E-02,1E+00,2.4190714288453312E-02,4.7492017020675925E-01,4.96E+03,5.008412913647499E-01
141,7E+00,76,9.73991096E+01,2.3375786304000003E+03,1.1708488987732212E+03,5.008810756337504E-01,6.139430470556841E+02,1.0593549320805669E+03,0E+00,1.1418638842128867E+03,9.52248977724404E-02,1E+00,2.4755555213575524E-02,4.756428026716732E-01,4.96E+03,2.360582457204075E-01
142,6E+00,54,1.048913488E+02,2.5173923712E+03,2.24764001190344E+03,8.92844531356082E-01,1.1768776798999668E+03,2.0288466552902355E+03,0E+00,2.190705873845607E+03,9.734359392717735E-02,1E+00,2.5330630241636315E-02,4.763940516865447E-01,4.96E+03,4.5315322820633874E-01
143,7E+00,59,9.73991096E+01,2.3375786304000003E+03,2.0065580502541957E+03,8.583916811007289E-01,1.0492045357704026E+03,1.8068933740159289E+03,0E+00,1.95451761262523E+03,9.950605526362555E-02,1E+00,2.5935176718347618E-02,4.7711229404128785E-01,4.96E+03,4.04547994002862E-01
144,8E+00,59,8.99068704E+01,2.1577648896E+03,2.0095756207797017E+03,9.313227916838663E-01,1.049549999260643E+03,1.8054898348565291E+03,0E+00,1.9562844641804859E+03,1.0155665893477986E-01,1E+00,2.6518612212532402E-02,4.777255514010343E-01,4.96E+03,4.0515637515719793E-01
145,8E+00,64,8.99068704E+01,2.1577648896E+03,1.7670866453645435E+03,8.189430896209089E-01,9.218439043356991E+02,1.584012249553001E+03,0E+00,1.7191684998476196E+03,1.0360238774470222E-01,1E+00,2.7117032230775887E-02,4.783255780049619E-01,4.96E+03,3.562674688234967E-01
146,5E+00,70,1.12383588E+02,2.697206112E+03,1.4747147985237054E+03,5.467564350987595E-01,7.684854971828674E+02,1.3189472949743495E+03,0E+00,1.4338101912638942E+03,1.0562551057688602E-01,1E+00,2.7737300324618522E-02,4.788921234450375E-01,4.96E+03,2.973215319604245E-01
147,8E+00,40,8.99068704E+01,2.1577648896E+03,2.9530648158302024E+03,1.36857580270371E+00,1.5372706321610065E+03,2.6354812019998735E+03,0E+00,2.86943123315897E+03,1.0754373291364609E-01,1E+00,2.8320943794699776E-02,4.794321398161287E-01,4.96E+03,5.953759709335086E-01
148,9E+00,51,8.24146312E+01,1.9779511488E+03,2.4150029954392426E+03,1.2209619013616169E+00,1.255778080453868E+03,2.1506524870005665E+03,0E+00,2.345187598123547E+03,1.0946177248554333E-01,1E+00,2.8909031354223066E-02,4.800097213852664E-01,4.96E+03,4.868957652095247E-01
149,1.1E+01,51,6.74301528E+01,1.6183236672E+03,2.418117972665316E+03,1.4942115855285663E+00,1.2563649874065538E+03,2.148832891736448E+03,0E+00,2.3467359462794598E+03,1.1136143230929893E-01,1E+00,2.9519662478326786E-02,4.8043685146521037E-01,4.96E+03,4.875237848115556E-01
150,1E+01,44,7.4922392E+01,1.798137408E+03,2.7669585185333767E+03,1.5387914773493088E+00,1.436372632875677E+03,2.4539114478493707E+03,0E+00,2.6837068560392554E+03,1.1313760888975534E-01,1E+00,3.00877884277964E-02,4.8088392968138005E-01,4.96E+03,5.578545400268905E-01
151,1.2E+01,56,5.99379136E+01,1.4385099264E+03,1.9939688481559372E+03,1.386134924453405E+00,1.0366746034210125E+03,1.7679809687279464E+03,0E+00,1.9339172962228597E+03,1.133357121586874E-01,1E+00,3.011659484480636E-02,4.8009488494278624E-01,4.96E+03,4.020098484185357E-01
152,1E+01,48,7.4922392E+01,1.798137408E+03,2.3595009593520876E+03,1.3121916872729271E+00,1.2259199283446387E+03,2.088110746938417E+03,0E+00,2.2871246593077053E+03,1.1502017464243536E-01,1E+00,3.067441009401263E-02,4.804325365982166E-01,4.96E+03,4.757058385790499E-01
153,1E+01,63,7.4922392E+01,1.798137408E+03,1.6806166847357217E+03,9.346430796993472E-01,8.726167866515586E+02,1.4845834860177997E+03,0E+00,1.6281745980071921E+03,1.1664361094258004E-01,1E+00,3.1204073602765836E-02,4.8077583985858247E-01,4.96E+03,3.388340090192987E-01
154,1.1E+01,47,6.74301528E+01,1.6183236672E+03,2.4096770118976547E+03,1.4889957186789726E+00,1.2505346319462262E+03,2.1248968915195146E+03,0E+00,2.333233855459717E+03,1.1818186378176541E-01,1E+00,3.1723403618204346E-02,4.810364103687852E-01,4.96E+03,4.858219782051723E-01
155,1.2E+01,47,5.99379136E+01,1.4385099264E+03,2.4122660078210865E+03,1.6769199597099747E+00,1.2511808746499062E+03,2.1235826670319475E+03,0E+00,2.3345341361292844E+03,1.1967309569225187E-01,1E+00,3.222359036680815E-02,4.8132549619598014E-01,4.96E+03,4.8634395318973517E-01
156,1.2E+01,66,5.99379136E+01,1.4385099264E+03,1.5490391363145445E+03,1.0768359035179922E+00,8.031040718565143E+02,1.3614679176405423E+03,0E+00,1.4983815052673326E+03,1.2108875384534797E-01,1E+00,3.270261535659834E-02,4.815469454391902E-01,4.96E+03,3.1230627748277107E-01
157,1.1E+01,56,6.74301528E+01,1.6183236672E+03,2.0064171925646417E+03,1.2398120556662904E+00,1.0397843481592804E+03,1.7607067984141552E+03,0E+00,1.93984215619537E+03,1.2246226510669736E-01,1E+00,3.3181053579477274E-02,4.817706147991048E-01,4.96E+03,4.045195952751294E-01
158,1.3E+01,53,5.24456744E+01,1.2586961856E+03,2.1449261843373306E+03,1.7040857109731202E+00,1.111314135681814E+03,1.8795408528013947E+03,0E+00,2.0728252664639854E+03,1.2372702309003981E-01,1E+00,3.361463830309887E-02,4.8188700208107554E-01,4.96E+03,4.324447952293005E-01
159,1.3E+01,70,5.24456744E+01,1.2586961856E+03,1.3701986237738488E+03,1.0885856646341527E+00,7.097167684456524E+02,1.1990107716860646E+03,0E+00,1.3235701996345651E+03,1.2493652315625063E-01,1E+00,3.403041232873083E-02,4.8203365838236956E-01,4.96E+03,2.7624972253505015E-01
160,1.2E+01,58,5.99379136E+01,1.4385099264E+03,1.9195123948435335E+03,1.334375494820036E+00,9.939982334401011E+02,1.6775971020631391E+03,0E+00,1.8534800241684704E+03,1.260295549173121E-01,1E+00,3.440059613704431E-02,4.8216107584909573E-01,4.96E+03,3.869984667023253E-01
161,1.3E+01,55,5.24456744E+01,1.2586961856E+03,2.0579048931020775E+03,1.6349496539715878E+00,1.0656777910695528E+03,1.7964336266691655E+03,0E+00,1.9863710460901996E+03,1.2705702158993917E-01,1E+00,3.476052136891915E-02,4.821540127332346E-01,4.96E+03,4.1490018006090273E-01
162,1.3E+01,59,5.24456744E+01,1.2586961856E+03,1.8763437648796894E+03,1.490704259173763E+00,9.71553503776928E+02,1.6361400765502153E+03,0E+00,1.8104920569294975E+03,1.2801688732388325E-01,1E+00,3.5095758667876266E-02,4.8220921882125173E-01,4.96E+03,3.7829511388703413E-01
163,1.3E+01,70,5.24456744E+01,1.2586961856E+03,1.373568500033747E+03,1.091262939975455E+00,7.112494266116496E+02,1.1965093501598433E+03,0E+00,1.324951663696446E+03,1.2890449210909646E-01,1E+00,3.53945480957858E-02,4.821886010095782E-01,4.96E+03,2.7692913307131994E-01
164,1.2E+01,61,5.99379136E+01,1.4385099264E+03,1.7863918392133335E+03,1.2418349059877112E+00,9.250419907982941E+02,1.554785027003024E+03,0E+00,1.7227255486755275E+03,1.2965062150770984E-01,1E+00,3.563959996919963E-02,4.8217296424414285E-01,4.96E+03,3.601596450026882E-01
165,1.3E+01,42,5.24456744E+01,1.2586961856E+03,2.6578324094349823E+03,2.111575803471619E+00,1.3765470301938708E+03,2.311298112840141E+03,0E+00,2.5624491173497854E+03,1.3038229775688143E-01,1E+00,3.588762472253631E-02,4.8207907116065857E-01,4.96E+03,5.35853308353827E-01
166,1.3E+01,44,5.24456744E+01,1.2586961856E+03,2.56712068653962E+03,2.039507798552607E+00,1.3298954810162197E+03,2.2308428456190086E+03,0E+00,2.474468400399249E+03,1.309941689472733E-01,1E+00,3.6091908972640696E-02,4.819505417141615E-01,4.96E+03,5.175646545442781E-01
167,1.4E+01,47,4.49534352E+01,1.0788824448E+03,2.4305158669532416E+03,2.252808801058769E+00,1.2595013151703429E+03,2.110864146340203E+03,0E+00,2.342390191197787E+03,1.3151599829452496E-01,1E+00,3.6258012940242126E-02,4.817967114326297E-01,4.96E+03,4.9002336027283094E-01
168,1.3E+01,30,5.24456744E+01,1.2586961856E+03,3.2106930748379978E+03,2.550808615748297E+00,1.6643183478373758E+03,2.787026831348876E+03,0E+00,3.093873077777744E+03,1.3195476291688168E-01,1E+00,3.6384666592943614E-02,4.816326852041588E-01,4.96E+03,6.473171521850802E-01
169,1.4E+01,42,4.49534352E+01,1.0788824448E+03,2.660689007633174E+03,2.4661528421907026E+00,1.3798252554836952E+03,2.308733898454315E+03,0E+00,2.5636343360001374E+03,1.322796870168387E-01,1E+00,3.647727011860425E-02,4.814030307468651E-01,4.96E+03,5.36429235409914E-01
170,1.5E+01,31,3.7461196E+01,8.99068704E+02,3.1656795687068034E+03,3.521065247430527E+00,1.642418668650353E+03,2.7461205649310364E+03,0E+00,3.050046354631263E+03,1.3253362972145635E-01,1E+00,3.652713787541586E-02,4.811797489278772E-01,4.96E+03,6.382418485295974E-01
171,1.6E+01,38,2.99689568E+01,7.192549632E+02,2.8446887282313273E+03,3.955049146376648E+00,1.4766766274086808E+03,2.467275754281204E+03,0E+00,2.740743991876404E+03,1.3267285457441882E-01,1E+00,3.6539933288079265E-02,4.8090045397452047E-01,4.96E+03,5.73525953272445E-01
172,1.6E+01,47,2.99689568E+01,7.192549632E+02,2.431627167985383E+03,3.3807582740436803E+00,1.2630739317960533E+03,2.108871399999536E+03,0E+00,2.3428151397634456E+03,1.3273242388274994E-01,1E+00,3.6523702889665784E-02,4.8056431165698915E-01,4.96E+03,4.9024741290027884E-01
173,1.7E+01,63,2.24767176E+01,5.394412224E+02,1.697387909819257E+03,3.146566927658024E+00,8.822011406609713E+02,1.4721322507835066E+03,0E+00,1.6355010692514202E+03,1.3270723665030476E-01,1E+00,3.646004558523491E-02,4.802595590804516E-01,4.96E+03,3.4221530439904374E-01
174,1.6E+01,43,2.99689568E+01,7.192549632E+02,2.614527479859533E+03,3.6350496188825363E+00,1.3598915490235688E+03,2.2679088678701128E+03,0E+00,2.519424877432941E+03,1.325740940416669E-01,1E+00,3.637468076323353E-02,4.7987100556440515E-01,4.96E+03,5.271224757781316E-01
175,1.5E+01,40,3.7461196E+01,8.99068704E+02,2.7514953952382066E+03,3.0603839094795213E+00,1.4321889742386616E+03,2.387279027667089E+03,0E+00,2.6517847544429474E+03,1.323703351281044E-01,1E+00,3.6238708946349736E-02,4.7948705394265356E-01,4.96E+03,5.547369748464126E-01
176,1.5E+01,48,3.7461196E+01,8.99068704E+02,2.384041261211579E+03,2.651678621005118E+00,1.2420598175614227E+03,2.069224230177209E+03,0E+00,2.2980412441720896E+03,1.3205183826154876E-01,1E+00,3.607320831174874E-02,4.7901077142842613E-01,4.96E+03,4.806534800829796E-01
177,1.6E+01,49,2.99689568E+01,7.192549632E+02,2.337441901090031E+03,3.2498099014717106E+00,1.218783755294746E+03,2.0297456850066726E+03,0E+00,2.253612633123928E+03,1.3163801673096945E-01,1E+00,3.58636798317899E-02,4.785822249843367E-01,4.96E+03,4.712584478004095E-01
